Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-422475,Axon guidance,,-2.9,14,6.1,21160,238,19,3,16,8.4,11771|11772|15461,Ap2a1|Ap2a2|Hras,-1.4
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-9675108,Nervous system development,,-2.9,14,6,21160,239,19,3,16,8.4,11771|11772|15461,Ap2a1|Ap2a2|Hras,-1.4
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-76002,"Platelet activation, signaling and aggregation",,-2.9,14,6,21160,239,19,3,16,8.4,14672|14674|14682,Gna11|Gna13|Gnaq,-1.4
MyList_MCODE_ALL,KEGG Pathway,24,mmu05170,Human immunodeficiency virus 1 infection - Mus musculus (house mouse),,-2.9,14,6,21160,241,19,3,16,8.4,14672|14682|15461,Gna11|Gnaq|Hras,-1.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0010720,positive regulation of cell development,19_GO:0032502 developmental process,-2.9,8,5,21160,559,19,4,21,9.4,12323|13385|14683|104015,Camk2b|Dlg4|Gnas|Synj1,-1.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0048812,neuron projection morphogenesis,19_GO:0032502 developmental process,-2.9,8,5,21160,559,19,4,21,9.4,12322|13385|20614|20910,Camk2a|Dlg4|Snap25|Stxbp1,-1.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006887,exocytosis,19_GO:0051179 localization,-2.9,13,5.9,21160,251,19,3,16,8.4,20614|20910|104015,Snap25|Stxbp1|Synj1,-1.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0120039,plasma membrane bounded cell projection morphogenesis,19_GO:0032502 developmental process,-2.8,7.9,5,21160,565,19,4,21,9.4,12322|13385|20614|20910,Camk2a|Dlg4|Snap25|Stxbp1,-1.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0010975,regulation of neuron projection development,19_GO:0032502 developmental process,-2.8,7.7,4.9,21160,578,19,4,21,9.4,11771|12323|13385|20614,Ap2a1|Camk2b|Dlg4|Snap25,-1.3
MyList_MCODE_ALL,KEGG Pathway,24,mmu04144,Endocytosis - Mus musculus (house mouse),,-2.8,12,5.6,21160,270,19,3,16,8.4,11771|11772|15461,Ap2a1|Ap2a2|Hras,-1.3
MyList_MCODE_ALL,KEGG Pathway,24,mmu05012,Parkinson disease - Mus musculus (house mouse),,-2.7,12,5.6,21160,274,19,3,16,8.4,12322|12323|14683,Camk2a|Camk2b|Gnas,-1.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0022604,regulation of cell morphogenesis,19_GO:0032502 developmental process,-2.7,12,5.5,21160,283,19,3,16,8.4,12323|13385|14674,Camk2b|Dlg4|Gna13,-1.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:1990778,protein localization to cell periphery,19_GO:0051179 localization,-2.7,12,5.5,21160,283,19,3,16,8.4,12322|13385|20910,Camk2a|Dlg4|Stxbp1,-1.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0042060,wound healing,19_GO:0050896 response to stimulus,-2.7,12,5.4,21160,290,19,3,16,8.4,14674|14683|20910,Gna13|Gnas|Stxbp1,-1.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0030001,metal ion transport,19_GO:0051179 localization,-2.6,6.7,4.5,21160,662,19,4,21,9.4,12322|12323|20614|72961,Camk2a|Camk2b|Snap25|Slc17a7,-1.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:1901888,regulation of cell junction assembly,19_GO:0050789 regulation of biological process,-2.6,11,5.2,21160,311,19,3,16,8.4,13385|14674|20614,Dlg4|Gna13|Snap25,-1.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0071375,cellular response to peptide hormone stimulus,19_GO:0050896 response to stimulus,-2.6,11,5.1,21160,317,19,3,16,8.4,12322|14683|15461,Camk2a|Gnas|Hras,-1.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0050769,positive regulation of neurogenesis,19_GO:0032502 developmental process,-2.6,10,5.1,21160,319,19,3,16,8.4,12323|13385|104015,Camk2b|Dlg4|Synj1,-1.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0019725,cellular homeostasis,19_GO:0042592 homeostatic process,-2.4,6.1,4.2,21160,732,19,4,21,9.4,11964|72961|108664|235380,Atp6v1a|Slc17a7|Atp6v1h|Dmxl2,-1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0007611,learning or memory,19_GO:0032501 multicellular organismal process,-2.4,9.4,4.8,21160,357,19,3,16,8.4,20614|72961|104015,Snap25|Slc17a7|Synj1,-1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0050878,regulation of body fluid levels,19_GO:0065007 biological regulation,-2.4,9.3,4.8,21160,360,19,3,16,8.4,14674|14683|20910,Gna13|Gnas|Stxbp1,-0.99
MyList_MCODE_ALL,GO Biological Processes,19,GO:0061024,membrane organization,19_GO:0009987 cellular process,-2.4,6,4.1,21160,748,19,4,21,9.4,12322|13385|20614|20910,Camk2a|Dlg4|Snap25|Stxbp1,-0.99
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051962,positive regulation of nervous system development,19_GO:0032502 developmental process,-2.3,8.7,4.6,21160,384,19,3,16,8.4,12323|13385|104015,Camk2b|Dlg4|Synj1,-0.92
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051656,establishment of organelle localization,19_GO:0051179 localization,-2.2,7.6,4.2,21160,437,19,3,16,8.4,20614|20910|104015,Snap25|Stxbp1|Synj1,-0.78
MyList_MCODE_ALL,GO Biological Processes,19,GO:0010959,regulation of metal ion transport,19_GO:0051179 localization,-2.2,7.6,4.2,21160,442,19,3,16,8.4,12322|14682|14683,Camk2a|Gnaq|Gnas,-0.76
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-1280215,Cytokine Signaling in Immune system,,-2.2,7.5,4.2,21160,444,19,3,16,8.4,12322|12323|15461,Camk2a|Camk2b|Hras,-0.76
MyList_MCODE_ALL,GO Biological Processes,19,GO:0043086,negative regulation of catalytic activity,19_GO:0065007 biological regulation,-2.1,7.3,4.1,21160,456,19,3,16,8.4,12322|14682|15461,Camk2a|Gnaq|Hras,-0.73
MyList_MCODE_ALL,GO Biological Processes,19,GO:0032940,secretion by cell,19_GO:0051179 localization,-2.1,7.3,4.1,21160,460,19,3,16,8.4,20614|20910|104015,Snap25|Stxbp1|Synj1,-0.72
MyList_MCODE_ALL,GO Biological Processes,19,GO:0009611,response to wounding,19_GO:0050896 response to stimulus,-2.1,7.2,4,21160,465,19,3,16,8.4,14674|14683|20910,Gna13|Gnas|Stxbp1,-0.71
MyList_MCODE_ALL,GO Biological Processes,19,GO:0050767,regulation of neurogenesis,19_GO:0032502 developmental process,-2.1,7.1,4,21160,473,19,3,16,8.4,12323|13385|104015,Camk2b|Dlg4|Synj1,-0.69
MyList_MCODE_ALL,GO Biological Processes,19,GO:0030900,forebrain development,19_GO:0032502 developmental process,-2.1,7,4,21160,480,19,3,16,8.4,14682|22348|235380,Gnaq|Slc32a1|Dmxl2,-0.67
MyList_MCODE_ALL,GO Biological Processes,19,GO:0043434,response to peptide hormone,19_GO:0050896 response to stimulus,-2.1,6.9,3.9,21160,482,19,3,16,8.4,12322|14683|15461,Camk2a|Gnas|Hras,-0.67
MyList_MCODE_ALL,GO Biological Processes,19,GO:0098609,cell-cell adhesion,19_GO:0009987 cellular process,-2,6.8,3.9,21160,488,19,3,16,8.4,13385|14683|20910,Dlg4|Gnas|Stxbp1,-0.66
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051051,negative regulation of transport,19_GO:0051179 localization,-2,6.7,3.8,21160,502,19,3,16,8.4,13385|14682|14687,Dlg4|Gnaq|Gnaz,-0.63
MyList_MCODE_ALL,GO Biological Processes,19,GO:0072657,protein localization to membrane,19_GO:0051179 localization,-2,6.6,3.8,21160,503,19,3,16,8.4,12322|13385|20910,Camk2a|Dlg4|Stxbp1,-0.62
MyList_SUB1_MCODE_1,Reactome Gene Sets,6,R-MMU-112315,Transmission across Chemical Synapses,,-11,93,23,21160,196,7,6,86,13,12322|12323|13385|20910|22348|72961,Camk2a|Camk2b|Dlg4|Stxbp1|Slc32a1|Slc17a7,-8.1
MyList_SUB1_MCODE_1,Reactome Gene Sets,6,R-MMU-112316,Neuronal System,,-10,58,18,21160,314,7,6,86,13,12322|12323|13385|20910|22348|72961,Camk2a|Camk2b|Dlg4|Stxbp1|Slc32a1|Slc17a7,-7.1
MyList_SUB1_MCODE_1,KEGG Pathway,24,mmu04721,Synaptic vesicle cycle - Mus musculus (house mouse),,-8.2,1.6e+02,25,21160,77,7,4,57,19,20614|20910|22348|72961,Snap25|Stxbp1|Slc32a1|Slc17a7,-5.6
MyList_SUB1_MCODE_1,Reactome Gene Sets,6,R-MMU-438066,"Unblocking of NMDA receptors, glutamate binding and activation",,-7.5,4.1e+02,35,21160,22,7,3,43,19,12322|12323|13385,Camk2a|Camk2b|Dlg4,-4.9
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0048167,regulation of synaptic plasticity,19_GO:0050789 regulation of biological process,-7.3,38,13,21160,402,7,5,71,17,12322|12323|13385|20614|20910,Camk2a|Camk2b|Dlg4|Snap25|Stxbp1,-4.8
MyList_SUB1_MCODE_1,Reactome Gene Sets,6,R-MMU-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",,-7.2,3.4e+02,32,21160,27,7,3,43,19,12322|12323|13385,Camk2a|Camk2b|Dlg4,-4.7
MyList_SUB1_MCODE_1,Reactome Gene Sets,6,R-MMU-399719,Trafficking of AMPA receptors,,-7.2,3.4e+02,32,21160,27,7,3,43,19,12322|12323|13385,Camk2a|Camk2b|Dlg4,-4.7
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0006836,neurotransmitter transport,19_GO:0051179 localization,-7.1,83,18,21160,145,7,4,57,19,20614|20910|22348|72961,Snap25|Stxbp1|Slc32a1|Slc17a7,-4.7
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0016188,synaptic vesicle maturation,19_GO:0032502 developmental process,-7.1,3.1e+02,31,21160,29,7,3,43,19,13385|20910|72961,Dlg4|Stxbp1|Slc17a7,-4.6
MyList_SUB1_MCODE_1,Reactome Gene Sets,6,R-MMU-442755,Activation of NMDA receptors and postsynaptic events,,-6.9,2.7e+02,28,21160,34,7,3,43,19,12322|12323|13385,Camk2a|Camk2b|Dlg4,-4.5
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0099504,synaptic vesicle cycle,19_GO:0051179 localization,-6.8,71,17,21160,171,7,4,57,19,20614|20910|22348|72961,Snap25|Stxbp1|Slc32a1|Slc17a7,-4.4
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0099003,vesicle-mediated transport in synapse,19_GO:0051179 localization,-6.6,62,16,21160,196,7,4,57,19,20614|20910|22348|72961,Snap25|Stxbp1|Slc32a1|Slc17a7,-4.3
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0048858,cell projection morphogenesis,19_GO:0032502 developmental process,-6.5,26,11,21160,575,7,5,71,17,12322|12323|13385|20614|20910,Camk2a|Camk2b|Dlg4|Snap25|Stxbp1,-4.2
MyList_SUB1_MCODE_1,Reactome Gene Sets,6,R-MMU-112310,Neurotransmitter release cycle,,-6.4,1.9e+02,24,21160,47,7,3,43,19,20910|22348|72961,Stxbp1|Slc32a1|Slc17a7,-4.2
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0050804,modulation of chemical synaptic transmission,19_GO:0050789 regulation of biological process,-5.9,20,9.6,21160,772,7,5,71,17,12322|12323|13385|20614|20910,Camk2a|Camk2b|Dlg4|Snap25|Stxbp1,-3.8
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0099177,regulation of trans-synaptic signaling,19_GO:0050789 regulation of biological process,-5.9,20,9.6,21160,773,7,5,71,17,12322|12323|13385|20614|20910,Camk2a|Camk2b|Dlg4|Snap25|Stxbp1,-3.8
MyList_SUB1_MCODE_1,WikiPathways,27,WP5298,Dravet syndrome Scn1a A1783V point mutation model,,-5.9,1.2e+02,19,21160,73,7,3,43,19,12322|20910|72961,Camk2a|Stxbp1|Slc17a7,-3.8
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0006812,monoatomic cation transport,19_GO:0051179 localization,-5.8,19,9.4,21160,798,7,5,71,17,12322|12323|20614|22348|72961,Camk2a|Camk2b|Snap25|Slc32a1|Slc17a7,-3.7
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0048168,regulation of neuronal synaptic plasticity,19_GO:0050789 regulation of biological process,-5.8,1.1e+02,18,21160,79,7,3,43,19,12322|12323|13385,Camk2a|Camk2b|Dlg4,-3.7
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0050806,positive regulation of synaptic transmission,19_GO:0048518 positive regulation of biological process,-5.7,37,12,21160,327,7,4,57,19,12323|13385|20614|20910,Camk2b|Dlg4|Snap25|Stxbp1,-3.6
MyList_SUB1_MCODE_1,KEGG Pathway,24,mmu04911,Insulin secretion - Mus musculus (house mouse),,-5.6,1.1e+02,18,21160,86,7,3,43,19,12322|12323|20614,Camk2a|Camk2b|Snap25,-3.6
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0016050,vesicle organization,19_GO:0009987 cellular process,-5.6,35,12,21160,342,7,4,57,19,13385|20614|20910|72961,Dlg4|Snap25|Stxbp1|Slc17a7,-3.6
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0098916,anterograde trans-synaptic signaling,19_GO:0050789 regulation of biological process,-5.5,32,11,21160,379,7,4,57,19,13385|20614|20910|72961,Dlg4|Snap25|Stxbp1|Slc17a7,-3.5
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0007268,chemical synaptic transmission,19_GO:0050789 regulation of biological process,-5.5,32,11,21160,379,7,4,57,19,13385|20614|20910|72961,Dlg4|Snap25|Stxbp1|Slc17a7,-3.5
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0050803,regulation of synapse structure or activity,19_GO:0065007 biological regulation,-5.4,30,11,21160,401,7,4,57,19,12323|13385|20614|72961,Camk2b|Dlg4|Snap25|Slc17a7,-3.4
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0099537,trans-synaptic signaling,19_GO:0050789 regulation of biological process,-5.4,30,11,21160,403,7,4,57,19,13385|20614|20910|72961,Dlg4|Snap25|Stxbp1|Slc17a7,-3.4
MyList_SUB1_MCODE_1,WikiPathways,27,WP539,Wnt signaling pathway,,-5.4,84,16,21160,108,7,3,43,19,12322|12323|13385,Camk2a|Camk2b|Dlg4,-3.4
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0099536,synaptic signaling,19_GO:0050789 regulation of biological process,-5.1,26,10,21160,461,7,4,57,19,13385|20614|20910|72961,Dlg4|Snap25|Stxbp1|Slc17a7,-3.2
MyList_SUB1_MCODE_1,Reactome Gene Sets,6,R-MMU-112314,Neurotransmitter receptors and postsynaptic signal transmission,,-5.1,68,14,21160,134,7,3,43,19,12322|12323|13385,Camk2a|Camk2b|Dlg4,-3.2
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0048667,cell morphogenesis involved in neuron differentiation,19_GO:0032502 developmental process,-5,24,9.5,21160,509,7,4,57,19,12322|13385|20614|20910,Camk2a|Dlg4|Snap25|Stxbp1,-3.1
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0048812,neuron projection morphogenesis,19_GO:0032502 developmental process,-4.8,22,9,21160,559,7,4,57,19,12322|13385|20614|20910,Camk2a|Dlg4|Snap25|Stxbp1,-3
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0120039,plasma membrane bounded cell projection morphogenesis,19_GO:0032502 developmental process,-4.8,21,8.9,21160,565,7,4,57,19,12322|13385|20614|20910,Camk2a|Dlg4|Snap25|Stxbp1,-3
MyList_SUB1_MCODE_1,Reactome Gene Sets,6,R-MMU-382551,Transport of small molecules,,-4.6,19,8.4,21160,638,7,4,57,19,12322|12323|22348|72961,Camk2a|Camk2b|Slc32a1|Slc17a7,-2.8
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0030001,metal ion transport,19_GO:0051179 localization,-4.5,18,8.2,21160,662,7,4,57,19,12322|12323|20614|72961,Camk2a|Camk2b|Snap25|Slc17a7,-2.7
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0007267,cell-cell signaling,19_GO:0050789 regulation of biological process,-4.4,17,7.8,21160,719,7,4,57,19,13385|20614|20910|72961,Dlg4|Snap25|Stxbp1|Slc17a7,-2.6
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:1905475,regulation of protein localization to membrane,19_GO:0051179 localization,-4.4,39,11,21160,230,7,3,43,19,12322|12323|13385,Camk2a|Camk2b|Dlg4,-2.6
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0061024,membrane organization,19_GO:0009987 cellular process,-4.3,16,7.7,21160,748,7,4,57,19,12322|13385|20614|20910,Camk2a|Dlg4|Snap25|Stxbp1,-2.6
MyList_SUB1_MCODE_1,Reactome Gene Sets,6,R-MMU-5673001,RAF/MAP kinase cascade,,-4.3,36,10,21160,250,7,3,43,19,12322|12323|13385,Camk2a|Camk2b|Dlg4,-2.5
MyList_SUB1_MCODE_1,Reactome Gene Sets,6,R-MMU-5684996,MAPK1/MAPK3 signaling,,-4.2,35,10,21160,256,7,3,43,19,12322|12323|13385,Camk2a|Camk2b|Dlg4,-2.5
MyList_SUB1_MCODE_1,Reactome Gene Sets,6,R-MMU-5683057,MAPK family signaling cascades,,-4.1,33,9.6,21160,279,7,3,43,19,12322|12323|13385,Camk2a|Camk2b|Dlg4,-2.4
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:1990778,protein localization to cell periphery,19_GO:0051179 localization,-4.1,32,9.6,21160,283,7,3,43,19,12322|13385|20910,Camk2a|Dlg4|Stxbp1,-2.4
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0021700,developmental maturation,19_GO:0032502 developmental process,-3.8,26,8.6,21160,349,7,3,43,19,13385|20910|72961,Dlg4|Stxbp1|Slc17a7,-2.2
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0050807,regulation of synapse organization,19_GO:0050789 regulation of biological process,-3.7,23,8,21160,393,7,3,43,19,12323|13385|20614,Camk2b|Dlg4|Snap25,-2.1
MyList_SUB1_MCODE_1,KEGG Pathway,24,mmu05022,Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse),,-3.4,19,7.2,21160,481,7,3,43,19,12322|12323|13385,Camk2a|Camk2b|Dlg4,-1.9
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0072657,protein localization to membrane,19_GO:0051179 localization,-3.4,18,7,21160,503,7,3,43,19,12322|13385|20910,Camk2a|Dlg4|Stxbp1,-1.8
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0010975,regulation of neuron projection development,19_GO:0032502 developmental process,-3.2,16,6.5,21160,578,7,3,43,19,12323|13385|20614,Camk2b|Dlg4|Snap25,-1.7
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0051668,localization within membrane,19_GO:0051179 localization,-3.2,15,6.5,21160,587,7,3,43,19,12322|13385|20910,Camk2a|Dlg4|Stxbp1,-1.6
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0060627,regulation of vesicle-mediated transport,19_GO:0051179 localization,-3.1,14,6.2,21160,628,7,3,43,19,13385|20910|72961,Dlg4|Stxbp1|Slc17a7,-1.6
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0098662,inorganic cation transmembrane transport,19_GO:0051179 localization,-3.1,14,6.2,21160,632,7,3,43,19,20614|22348|72961,Snap25|Slc32a1|Slc17a7,-1.6
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0098655,monoatomic cation transmembrane transport,19_GO:0051179 localization,-3.1,14,6.1,21160,642,7,3,43,19,20614|22348|72961,Snap25|Slc32a1|Slc17a7,-1.5
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:1903530,regulation of secretion by cell,19_GO:0051179 localization,-2.9,13,5.8,21160,711,7,3,43,19,12322|20614|20910,Camk2a|Snap25|Stxbp1,-1.4
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0098660,inorganic ion transmembrane transport,19_GO:0051179 localization,-2.9,12,5.7,21160,728,7,3,43,19,20614|22348|72961,Snap25|Slc32a1|Slc17a7,-1.4
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0120035,regulation of plasma membrane bounded cell projection organization,19_GO:0050789 regulation of biological process,-2.8,12,5.5,21160,782,7,3,43,19,12323|13385|20614,Camk2b|Dlg4|Snap25,-1.3
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0034220,monoatomic ion transmembrane transport,19_GO:0051179 localization,-2.8,12,5.5,21160,788,7,3,43,19,20614|22348|72961,Snap25|Slc32a1|Slc17a7,-1.3
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0051046,regulation of secretion,19_GO:0051179 localization,-2.8,11,5.4,21160,796,7,3,43,19,12322|20614|20910,Camk2a|Snap25|Stxbp1,-1.3
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0031344,regulation of cell projection organization,19_GO:0050789 regulation of biological process,-2.8,11,5.4,21160,798,7,3,43,19,12323|13385|20614,Camk2b|Dlg4|Snap25,-1.3
MyList_SUB1_MCODE_2,KEGG Pathway,24,mmu04730,Long-term depression - Mus musculus (house mouse),,-15,3.5e+02,46,21160,60,6,6,1e+02,15,14672|14674|14682|14683|14687|15461,Gna11|Gna13|Gnaq|Gnas|Gnaz|Hras,-11
MyList_SUB1_MCODE_2,WikiPathways,27,WP232,G protein signaling pathways,,-14,2.4e+02,37,21160,90,6,6,1e+02,15,14672|14674|14682|14683|14687|15461,Gna11|Gna13|Gnaq|Gnas|Gnaz|Hras,-11
MyList_SUB1_MCODE_2,Reactome Gene Sets,6,R-MMU-388396,GPCR downstream signalling,,-9.5,38,15,21160,556,6,6,1e+02,15,14672|14674|14682|14683|14687|15461,Gna11|Gna13|Gnaq|Gnas|Gnaz|Hras,-6.6
MyList_SUB1_MCODE_2,Reactome Gene Sets,6,R-MMU-372790,Signaling by GPCR,,-9.3,36,14,21160,589,6,6,1e+02,15,14672|14674|14682|14683|14687|15461,Gna11|Gna13|Gnaq|Gnas|Gnaz|Hras,-6.5
MyList_SUB1_MCODE_2,GO Biological Processes,19,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-8.9,71,19,21160,247,6,5,83,15,14672|14674|14682|14683|14687,Gna11|Gna13|Gnaq|Gnas|Gnaz,-6.1
MyList_SUB1_MCODE_2,KEGG Pathway,24,mmu05163,Human cytomegalovirus infection - Mus musculus (house mouse),,-8.8,69,18,21160,254,6,5,83,15,14672|14674|14682|14683|15461,Gna11|Gna13|Gnaq|Gnas|Hras,-6
MyList_SUB1_MCODE_2,KEGG Pathway,24,mmu04540,Gap junction - Mus musculus (house mouse),,-8.4,1.6e+02,26,21160,86,6,4,67,19,14672|14682|14683|15461,Gna11|Gnaq|Gnas|Hras,-5.7
MyList_SUB1_MCODE_2,KEGG Pathway,24,mmu04912,GnRH signaling pathway - Mus musculus (house mouse),,-8.3,1.6e+02,25,21160,90,6,4,67,19,14672|14682|14683|15461,Gna11|Gnaq|Gnas|Hras,-5.6
MyList_SUB1_MCODE_2,KEGG Pathway,24,mmu04928,"Parathyroid hormone synthesis, secretion and action - Mus musculus (house mouse)",,-7.9,1.2e+02,22,21160,116,6,4,67,19,14672|14674|14682|14683,Gna11|Gna13|Gnaq|Gnas,-5.2
MyList_SUB1_MCODE_2,KEGG Pathway,24,mmu04935,"Growth hormone synthesis, secretion and action - Mus musculus (house mouse)",,-7.9,1.2e+02,22,21160,117,6,4,67,19,14672|14682|14683|15461,Gna11|Gnaq|Gnas|Hras,-5.2
MyList_SUB1_MCODE_2,Reactome Gene Sets,6,R-MMU-428930,Thromboxane signalling through TP receptor,,-7.6,4.4e+02,36,21160,24,6,3,50,20,14672|14674|14682,Gna11|Gna13|Gnaq,-5
MyList_SUB1_MCODE_2,KEGG Pathway,24,mmu04270,Vascular smooth muscle contraction - Mus musculus (house mouse),,-7.5,98,20,21160,144,6,4,67,19,14672|14674|14682|14683,Gna11|Gna13|Gnaq|Gnas,-4.9
MyList_SUB1_MCODE_2,WikiPathways,27,WP553,Calcium regulation in cardiac cells,,-7.5,97,20,21160,145,6,4,67,19,14672|14682|14683|14687,Gna11|Gnaq|Gnas|Gnaz,-4.9
MyList_SUB1_MCODE_2,GO Biological Processes,19,GO:0007212,G protein-coupled dopamine receptor signaling pathway,19_GO:0050896 response to stimulus,-7.4,3.9e+02,34,21160,27,6,3,50,20,14672|14682|14683,Gna11|Gnaq|Gnas,-4.9
MyList_SUB1_MCODE_2,Reactome Gene Sets,6,R-MMU-109582,Hemostasis,,-7.4,35,13,21160,505,6,5,83,15,14672|14674|14682|14683|15461,Gna11|Gna13|Gnaq|Gnas|Hras,-4.8
MyList_SUB1_MCODE_2,Reactome Gene Sets,6,R-MMU-456926,Thrombin signalling through proteinase activated receptors (PARs),,-7.2,3.3e+02,31,21160,32,6,3,50,20,14672|14674|14682,Gna11|Gna13|Gnaq,-4.7
MyList_SUB1_MCODE_2,KEGG Pathway,24,mmu05200,Pathways in cancer - Mus musculus (house mouse),,-7.2,32,12,21160,548,6,5,83,15,14672|14674|14682|14683|15461,Gna11|Gna13|Gnaq|Gnas|Hras,-4.7
MyList_SUB1_MCODE_2,Reactome Gene Sets,6,R-MMU-392518,Signal amplification,,-7.2,3.2e+02,31,21160,33,6,3,50,20,14672|14674|14682,Gna11|Gna13|Gnaq,-4.7
MyList_SUB1_MCODE_2,GO Biological Processes,19,GO:0070201,regulation of establishment of protein localization,19_GO:0051179 localization,-6.9,28,12,21160,635,6,5,83,15,14672|14682|14683|14687|15461,Gna11|Gnaq|Gnas|Gnaz|Hras,-4.4
MyList_SUB1_MCODE_2,GO Biological Processes,19,GO:1903351,cellular response to dopamine,19_GO:0050896 response to stimulus,-6.8,2.5e+02,27,21160,42,6,3,50,20,14672|14682|14683,Gna11|Gnaq|Gnas,-4.4
MyList_SUB1_MCODE_2,GO Biological Processes,19,GO:1903350,response to dopamine,19_GO:0050896 response to stimulus,-6.8,2.4e+02,27,21160,44,6,3,50,20,14672|14682|14683,Gna11|Gnaq|Gnas,-4.4
MyList_SUB1_MCODE_2,Reactome Gene Sets,6,R-MMU-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,,-6.7,2.4e+02,26,21160,45,6,3,50,20,14672|14682|14683,Gna11|Gnaq|Gnas,-4.4
MyList_SUB1_MCODE_2,GO Biological Processes,19,GO:0071868,cellular response to monoamine stimulus,19_GO:0050896 response to stimulus,-6.7,2.3e+02,26,21160,46,6,3,50,20,14672|14682|14683,Gna11|Gnaq|Gnas,-4.4
MyList_SUB1_MCODE_2,GO Biological Processes,19,GO:0071870,cellular response to catecholamine stimulus,19_GO:0050896 response to stimulus,-6.7,2.3e+02,26,21160,46,6,3,50,20,14672|14682|14683,Gna11|Gnaq|Gnas,-4.4
MyList_SUB1_MCODE_2,GO Biological Processes,19,GO:0050796,regulation of insulin secretion,19_GO:0051179 localization,-6.7,60,15,21160,234,6,4,67,19,14672|14682|14683|14687,Gna11|Gnaq|Gnas|Gnaz,-4.3
